Snapshot_Date,EmployeeID,Division,Season_Label,Monthly_Stress_Score,Workload_Volume, Column E AND f CAN CALCUALATE USING LLMS
01/04/2025,EMP1246,Sales,Ramadan / Raya,4.39,51,
01/05/2025,EMP1246,Sales,Normal Operations,2.62,56,
01/06/2025,EMP1246,Sales,Normal Operations,2.88,47,
01/07/2025,EMP1246,Sales,Normal Operations,2.66,45,
01/08/2025,EMP1246,Sales,Normal Operations,3.85,55,
01/09/2025,EMP1246,Sales,Normal Operations,2.21,46,
01/10/2025,EMP1246,Sales,Normal Operations,2.86,49,
01/11/2025,EMP1246,Sales,11.11 Mega Sale,3.58,65,
01/12/2025,EMP1246,Sales,Year End Closing,5.43,45,
01/01/2025,EMP1247,Sales,CNY / Year End,3.54,45,
01/02/2025,EMP1247,Sales,CNY / Year End,4.14,55,
01/03/2025,EMP1247,Sales,Ramadan / Raya,3.95,53,
01/04/2025,EMP1247,Sales,Ramadan / Raya,3.65,48,
01/05/2025,EMP1247,Sales,Normal Operations,3.59,58,
01/06/2025,EMP1247,Sales,Normal Operations,3.12,46,
01/07/2025,EMP1247,Sales,Normal Operations,2.17,50,
01/08/2025,EMP1247,Sales,Normal Operations,3.6,46,
01/09/2025,EMP1247,Sales,Normal Operations,2.77,47,
01/10/2025,EMP1247,Sales,Normal Operations,2.52,46,
01/11/2025,EMP1247,Sales,11.11 Mega Sale,2.77,60,
01/12/2025,EMP1247,Sales,Year End Closing,5.71,57,
01/01/2025,EMP1248,Sales,CNY / Year End,3.29,56,
01/02/2025,EMP1248,Sales,CNY / Year End,3.48,50,
01/03/2025,EMP1248,Sales,Ramadan / Raya,3.57,52,
01/04/2025,EMP1248,Sales,Ramadan / Raya,4.32,57,
01/05/2025,EMP1248,Sales,Normal Operations,2.49,59,
01/06/2025,EMP1248,Sales,Normal Operations,2.3,55,
01/07/2025,EMP1248,Sales,Normal Operations,3.81,48,
01/08/2025,EMP1248,Sales,Normal Operations,3.45,48,
01/09/2025,EMP1248,Sales,Normal Operations,2.75,50,
01/10/2025,EMP1248,Sales,Normal Operations,2.73,54,
01/11/2025,EMP1248,Sales,11.11 Mega Sale,2.47,60,
01/12/2025,EMP1248,Sales,Year End Closing,5.45,58,
01/01/2025,EMP1249,Procurement,CNY / Year End,4.45,48,
01/02/2025,EMP1249,Procurement,CNY / Year End,4.5,50,
01/03/2025,EMP1249,Procurement,Ramadan / Raya,4.4,53,
01/04/2025,EMP1249,Procurement,Ramadan / Raya,3.4,47,
01/05/2025,EMP1249,Procurement,Normal Operations,3.26,59,
01/06/2025,EMP1249,Procurement,Normal Operations,2.99,56,
01/07/2025,EMP1249,Procurement,Normal Operations,3.32,56,
01/08/2025,EMP1249,Procurement,Normal Operations,2.45,56,
01/09/2025,EMP1249,Procurement,Normal Operations,3.7,45,
01/10/2025,EMP1249,Procurement,Normal Operations,3.61,53,
01/11/2025,EMP1249,Procurement,11.11 Mega Sale,2.88,68,
01/12/2025,EMP1249,Procurement,Year End Closing,3.38,50,
01/01/2025,EMP1250,Operations,CNY / Year End,2.75,48,
01/02/2025,EMP1250,Operations,CNY / Year End,3.23,51,
01/03/2025,EMP1250,Operations,Ramadan / Raya,2.93,59,
01/04/2025,EMP1250,Operations,Ramadan / Raya,2.95,47,
01/05/2025,EMP1250,Operations,Normal Operations,2.06,59,
01/06/2025,EMP1250,Operations,Normal Operations,2.3,59,
01/07/2025,EMP1250,Operations,Normal Operations,2.98,50,
01/08/2025,EMP1250,Operations,Normal Operations,2.63,48,
01/09/2025,EMP1250,Operations,Normal Operations,3.59,54,
01/10/2025,EMP1250,Operations,Normal Operations,2.89,58,
01/11/2025,EMP1250,Operations,11.11 Mega Sale,6.89,98,
01/12/2025,EMP1250,Operations,Year End Closing,3.47,50,
01/01/2025,EMP1251,HR,CNY / Year End,3.87,55,
01/02/2025,EMP1251,HR,CNY / Year End,3.81,59,
01/03/2025,EMP1251,HR,Ramadan / Raya,4.47,45,
01/04/2025,EMP1251,HR,Ramadan / Raya,3.66,52,
01/05/2025,EMP1251,HR,Normal Operations,3.61,52,
01/06/2025,EMP1251,HR,Normal Operations,3.25,54,
01/07/2025,EMP1251,HR,Normal Operations,2.93,52,
01/08/2025,EMP1251,HR,Normal Operations,3.76,45,
01/09/2025,EMP1251,HR,Normal Operations,3.14,52,
01/10/2025,EMP1251,HR,Normal Operations,3.37,55,
01/11/2025,EMP1251,HR,11.11 Mega Sale,2.82,58,
01/12/2025,EMP1251,HR,Year End Closing,4.17,55,
01/01/2025,EMP1252,Operations,CNY / Year End,3.6,58,
01/02/2025,EMP1252,Operations,CNY / Year End,3.47,56,
01/03/2025,EMP1252,Operations,Ramadan / Raya,3.34,47,
01/04/2025,EMP1252,Operations,Ramadan / Raya,4.18,51,
01/05/2025,EMP1252,Operations,Normal Operations,3.31,53,
01/06/2025,EMP1252,Operations,Normal Operations,2.8,58,
01/07/2025,EMP1252,Operations,Normal Operations,2.35,58,
01/08/2025,EMP1252,Operations,Normal Operations,3.02,59,
01/09/2025,EMP1252,Operations,Normal Operations,2.95,53,
01/10/2025,EMP1252,Operations,Normal Operations,3.11,52,
01/11/2025,EMP1252,Operations,11.11 Mega Sale,7.17,90,
01/12/2025,EMP1252,Operations,Year End Closing,4.08,57,
01/01/2025,EMP1253,Procurement,CNY / Year End,5.26,55,
01/02/2025,EMP1253,Procurement,CNY / Year End,4.12,59,
01/03/2025,EMP1253,Procurement,Ramadan / Raya,3.02,50,
01/04/2025,EMP1253,Procurement,Ramadan / Raya,2.44,46,
01/05/2025,EMP1253,Procurement,Normal Operations,4.05,49,
01/06/2025,EMP1253,Procurement,Normal Operations,2.95,46,
01/07/2025,EMP1253,Procurement,Normal Operations,2.34,50,
01/08/2025,EMP1253,Procurement,Normal Operations,3.08,52,
01/09/2025,EMP1253,Procurement,Normal Operations,2.55,51,
01/10/2025,EMP1253,Procurement,Normal Operations,2.89,52,
01/11/2025,EMP1253,Procurement,11.11 Mega Sale,3.57,67,
01/12/2025,EMP1253,Procurement,Year End Closing,4.2,47,
01/01/2025,EMP1254,Sales,CNY / Year End,3.12,57,
01/02/2025,EMP1254,Sales,CNY / Year End,3.22,45,
01/03/2025,EMP1254,Sales,Ramadan / Raya,3.36,54,
01/04/2025,EMP1254,Sales,Ramadan / Raya,3.35,54,
01/05/2025,EMP1254,Sales,Normal Operations,4.03,45,
01/06/2025,EMP1254,Sales,Normal Operations,1.76,59,
01/07/2025,EMP1254,Sales,Normal Operations,2.94,53,
01/08/2025,EMP1254,Sales,Normal Operations,2.68,54,
01/09/2025,EMP1254,Sales,Normal Operations,2.05,47,
01/10/2025,EMP1254,Sales,Normal Operations,3.35,53,
01/11/2025,EMP1254,Sales,11.11 Mega Sale,3.9,62,
01/12/2025,EMP1254,Sales,Year End Closing,4.88,50,
01/01/2025,EMP1255,Procurement,CNY / Year End,4.72,58,
01/02/2025,EMP1255,Procurement,CNY / Year End,4.59,50,
01/03/2025,EMP1255,Procurement,Ramadan / Raya,4.36,45,
01/04/2025,EMP1255,Procurement,Ramadan / Raya,3.03,55,
01/05/2025,EMP1255,Procurement,Normal Operations,3.1,49,
01/06/2025,EMP1255,Procurement,Normal Operations,1.96,59,
01/07/2025,EMP1255,Procurement,Normal Operations,2.84,45,
01/08/2025,EMP1255,Procurement,Normal Operations,3.69,58,
01/09/2025,EMP1255,Procurement,Normal Operations,2.29,45,
01/10/2025,EMP1255,Procurement,Normal Operations,2.43,58,
01/11/2025,EMP1255,Procurement,11.11 Mega Sale,3.51,65,
01/12/2025,EMP1255,Procurement,Year End Closing,4.23,48,
01/01/2025,EMP1256,HR,CNY / Year End,3.88,53,
01/02/2025,EMP1256,HR,CNY / Year End,3.49,54,
01/03/2025,EMP1256,HR,Ramadan / Raya,4.09,47,
01/04/2025,EMP1256,HR,Ramadan / Raya,3.56,54,
01/05/2025,EMP1256,HR,Normal Operations,3.25,58,
01/06/2025,EMP1256,HR,Normal Operations,2.45,48,
01/07/2025,EMP1256,HR,Normal Operations,2.95,48,
01/08/2025,EMP1256,HR,Normal Operations,2.79,58,
01/09/2025,EMP1256,HR,Normal Operations,2.85,57,
01/10/2025,EMP1256,HR,Normal Operations,3.07,54,
01/11/2025,EMP1256,HR,11.11 Mega Sale,4.47,55,
01/12/2025,EMP1256,HR,Year End Closing,4.19,45,
01/01/2025,EMP1257,Procurement,CNY / Year End,4.24,51,
01/02/2025,EMP1257,Procurement,CNY / Year End,4.87,56,
01/03/2025,EMP1257,Procurement,Ramadan / Raya,2.86,54,
01/04/2025,EMP1257,Procurement,Ramadan / Raya,3.16,54,
01/05/2025,EMP1257,Procurement,Normal Operations,2.68,58,
01/06/2025,EMP1257,Procurement,Normal Operations,2.32,47,
01/07/2025,EMP1257,Procurement,Normal Operations,4.11,49,
01/08/2025,EMP1257,Procurement,Normal Operations,3.06,53,
01/09/2025,EMP1257,Procurement,Normal Operations,3.27,54,
01/10/2025,EMP1257,Procurement,Normal Operations,3.26,55,
01/11/2025,EMP1257,Procurement,11.11 Mega Sale,2.97,69,
01/12/2025,EMP1257,Procurement,Year End Closing,4,55,
01/01/2025,EMP1258,HR,CNY / Year End,4.07,47,
01/02/2025,EMP1258,HR,CNY / Year End,3,58,
01/03/2025,EMP1258,HR,Ramadan / Raya,4.32,55,
01/04/2025,EMP1258,HR,Ramadan / Raya,4.17,58,
01/05/2025,EMP1258,HR,Normal Operations,2.39,53,
01/06/2025,EMP1258,HR,Normal Operations,2.8,53,
01/07/2025,EMP1258,HR,Normal Operations,2.96,57,
01/08/2025,EMP1258,HR,Normal Operations,3.45,53,
01/09/2025,EMP1258,HR,Normal Operations,2.35,46,
01/10/2025,EMP1258,HR,Normal Operations,3.26,57,
01/11/2025,EMP1258,HR,11.11 Mega Sale,2.3,61,
01/12/2025,EMP1258,HR,Year End Closing,4.54,49,
01/01/2025,EMP1259,Digital,CNY / Year End,3.17,50,
01/02/2025,EMP1259,Digital,CNY / Year End,2.88,53,
01/03/2025,EMP1259,Digital,Ramadan / Raya,3.48,57,
01/04/2025,EMP1259,Digital,Ramadan / Raya,3.49,55,
01/05/2025,EMP1259,Digital,Normal Operations,3.87,50,
01/06/2025,EMP1259,Digital,Normal Operations,2.6,53,
01/07/2025,EMP1259,Digital,Normal Operations,2.72,49,
01/08/2025,EMP1259,Digital,Normal Operations,2.49,57,
01/09/2025,EMP1259,Digital,Normal Operations,3.18,53,
01/10/2025,EMP1259,Digital,Normal Operations,2.83,56,
01/11/2025,EMP1259,Digital,11.11 Mega Sale,3.84,56,
01/12/2025,EMP1259,Digital,Year End Closing,3.77,53,
01/01/2025,EMP1260,Sales,CNY / Year End,3.94,55,
01/02/2025,EMP1260,Sales,CNY / Year End,4.08,58,
01/03/2025,EMP1260,Sales,Ramadan / Raya,3.17,48,
01/04/2025,EMP1260,Sales,Ramadan / Raya,3.99,50,
01/05/2025,EMP1260,Sales,Normal Operations,3.37,56,
01/06/2025,EMP1260,Sales,Normal Operations,2.98,53,
01/07/2025,EMP1260,Sales,Normal Operations,3.48,55,
01/08/2025,EMP1260,Sales,Normal Operations,3.23,46,
01/09/2025,EMP1260,Sales,Normal Operations,2.29,48,
01/10/2025,EMP1260,Sales,Normal Operations,3.77,45,
01/11/2025,EMP1260,Sales,11.11 Mega Sale,2.93,55,
01/12/2025,EMP1260,Sales,Year End Closing,6.01,52,
01/01/2025,EMP1261,Digital,CNY / Year End,3.14,54,
01/02/2025,EMP1261,Digital,CNY / Year End,3.13,52,
01/03/2025,EMP1261,Digital,Ramadan / Raya,3.17,45,
01/04/2025,EMP1261,Digital,Ramadan / Raya,3.06,52,
01/05/2025,EMP1261,Digital,Normal Operations,3.5,45,
01/06/2025,EMP1261,Digital,Normal Operations,2.7,57,
01/07/2025,EMP1261,Digital,Normal Operations,3.15,58,
01/08/2025,EMP1261,Digital,Normal Operations,3.29,49,
01/09/2025,EMP1261,Digital,Normal Operations,2.39,59,
01/10/2025,EMP1261,Digital,Normal Operations,3.2,53,
01/11/2025,EMP1261,Digital,11.11 Mega Sale,3.43,69,
01/12/2025,EMP1261,Digital,Year End Closing,3.3,55,
01/01/2025,EMP1262,Procurement,CNY / Year End,4.14,53,
01/02/2025,EMP1262,Procurement,CNY / Year End,4.71,46,
01/03/2025,EMP1262,Procurement,Ramadan / Raya,3.1,47,
01/04/2025,EMP1262,Procurement,Ramadan / Raya,2.93,50,
01/05/2025,EMP1262,Procurement,Normal Operations,2.2,50,
01/06/2025,EMP1262,Procurement,Normal Operations,3.13,45,
01/07/2025,EMP1262,Procurement,Normal Operations,2.79,49,
01/08/2025,EMP1262,Procurement,Normal Operations,3.11,56,
01/09/2025,EMP1262,Procurement,Normal Operations,3.31,57,
01/10/2025,EMP1262,Procurement,Normal Operations,2.61,59,
01/11/2025,EMP1262,Procurement,11.11 Mega Sale,3.65,67,
01/12/2025,EMP1262,Procurement,Year End Closing,3.44,52,
01/01/2025,EMP1263,Operations,CNY / Year End,2.96,58,
01/02/2025,EMP1263,Operations,CNY / Year End,2.82,45,
01/03/2025,EMP1263,Operations,Ramadan / Raya,3.67,47,
01/04/2025,EMP1263,Operations,Ramadan / Raya,2.6,53,
01/05/2025,EMP1263,Operations,Normal Operations,3.35,55,
01/06/2025,EMP1263,Operations,Normal Operations,1.8,48,
01/07/2025,EMP1263,Operations,Normal Operations,2.85,48,
01/08/2025,EMP1263,Operations,Normal Operations,2.38,54,
01/09/2025,EMP1263,Operations,Normal Operations,3.49,52,
01/10/2025,EMP1263,Operations,Normal Operations,2.85,53,
01/11/2025,EMP1263,Operations,11.11 Mega Sale,7.62,93,
01/12/2025,EMP1263,Operations,Year End Closing,4.19,55,
01/01/2025,EMP1264,Operations,CNY / Year End,3.22,53,
01/02/2025,EMP1264,Operations,CNY / Year End,3.36,48,
01/03/2025,EMP1264,Operations,Ramadan / Raya,3.05,51,
01/04/2025,EMP1264,Operations,Ramadan / Raya,2.84,56,
01/05/2025,EMP1264,Operations,Normal Operations,3.58,57,
01/06/2025,EMP1264,Operations,Normal Operations,3.14,46,
01/07/2025,EMP1264,Operations,Normal Operations,2.5,58,
01/08/2025,EMP1264,Operations,Normal Operations,3.28,54,
01/09/2025,EMP1264,Operations,Normal Operations,3.38,48,
01/10/2025,EMP1264,Operations,Normal Operations,2.6,50,
01/11/2025,EMP1264,Operations,11.11 Mega Sale,7.44,88,
01/12/2025,EMP1264,Operations,Year End Closing,3.57,45,
01/01/2025,EMP1265,Digital,CNY / Year End,3.19,46,
01/02/2025,EMP1265,Digital,CNY / Year End,2.96,59,
01/03/2025,EMP1265,Digital,Ramadan / Raya,3.66,47,
01/04/2025,EMP1265,Digital,Ramadan / Raya,3.93,58,
01/05/2025,EMP1265,Digital,Normal Operations,2.41,59,
01/06/2025,EMP1265,Digital,Normal Operations,3.41,52,
01/07/2025,EMP1265,Digital,Normal Operations,2.93,57,
01/08/2025,EMP1265,Digital,Normal Operations,2.81,56,
01/09/2025,EMP1265,Digital,Normal Operations,3.2,49,
01/10/2025,EMP1265,Digital,Normal Operations,3.88,59,
01/11/2025,EMP1265,Digital,11.11 Mega Sale,4.46,59,
01/12/2025,EMP1265,Digital,Year End Closing,4.04,57,
01/01/2025,EMP1266,Sales,CNY / Year End,2.58,56,
01/02/2025,EMP1266,Sales,CNY / Year End,3.85,48,
01/03/2025,EMP1266,Sales,Ramadan / Raya,3.8,46,
01/04/2025,EMP1266,Sales,Ramadan / Raya,2.92,51,
01/05/2025,EMP1266,Sales,Normal Operations,3.4,45,
01/06/2025,EMP1266,Sales,Normal Operations,2.3,55,
01/07/2025,EMP1266,Sales,Normal Operations,3.1,47,
01/08/2025,EMP1266,Sales,Normal Operations,3.3,57,
01/09/2025,EMP1266,Sales,Normal Operations,2.49,53,
01/10/2025,EMP1266,Sales,Normal Operations,3.2,45,
01/11/2025,EMP1266,Sales,11.11 Mega Sale,3.22,65,
01/12/2025,EMP1266,Sales,Year End Closing,5.27,58,
01/01/2025,EMP1267,Digital,CNY / Year End,3.61,51,
01/02/2025,EMP1267,Digital,CNY / Year End,4.02,57,
01/03/2025,EMP1267,Digital,Ramadan / Raya,4.14,46,
01/04/2025,EMP1267,Digital,Ramadan / Raya,3.02,51,
01/05/2025,EMP1267,Digital,Normal Operations,3.3,47,
01/06/2025,EMP1267,Digital,Normal Operations,2.91,57,
01/07/2025,EMP1267,Digital,Normal Operations,3.37,50,
01/08/2025,EMP1267,Digital,Normal Operations,2.6,53,
01/09/2025,EMP1267,Digital,Normal Operations,3.22,49,
01/10/2025,EMP1267,Digital,Normal Operations,3.62,49,
01/11/2025,EMP1267,Digital,11.11 Mega Sale,3.51,66,
01/12/2025,EMP1267,Digital,Year End Closing,3.19,58,
01/01/2025,EMP1268,Procurement,CNY / Year End,4.46,47,
01/02/2025,EMP1268,Procurement,CNY / Year End,4.16,57,
01/03/2025,EMP1268,Procurement,Ramadan / Raya,2.85,54,
01/04/2025,EMP1268,Procurement,Ramadan / Raya,3.26,46,
01/05/2025,EMP1268,Procurement,Normal Operations,2.76,59,
01/06/2025,EMP1268,Procurement,Normal Operations,2.57,59,
01/07/2025,EMP1268,Procurement,Normal Operations,3.17,45,
01/08/2025,EMP1268,Procurement,Normal Operations,3.09,57,
01/09/2025,EMP1268,Procurement,Normal Operations,2.54,54,
01/10/2025,EMP1268,Procurement,Normal Operations,4.01,46,
01/11/2025,EMP1268,Procurement,11.11 Mega Sale,3.81,68,
01/12/2025,EMP1268,Procurement,Year End Closing,3.92,45,
01/01/2025,EMP1269,Digital,CNY / Year End,3.51,48,
01/02/2025,EMP1269,Digital,CNY / Year End,3.37,56,
01/03/2025,EMP1269,Digital,Ramadan / Raya,3.31,53,
01/04/2025,EMP1269,Digital,Ramadan / Raya,3.91,57,
01/05/2025,EMP1269,Digital,Normal Operations,2.58,57,
01/06/2025,EMP1269,Digital,Normal Operations,3.56,49,
01/07/2025,EMP1269,Digital,Normal Operations,3.29,49,
01/08/2025,EMP1269,Digital,Normal Operations,3.16,57,
01/09/2025,EMP1269,Digital,Normal Operations,2.65,53,
01/10/2025,EMP1269,Digital,Normal Operations,2.57,57,
01/11/2025,EMP1269,Digital,11.11 Mega Sale,3.8,69,
01/12/2025,EMP1269,Digital,Year End Closing,3.65,48,
01/01/2025,EMP1270,Sales,CNY / Year End,4,57,
01/02/2025,EMP1270,Sales,CNY / Year End,3.98,55,
01/03/2025,EMP1270,Sales,Ramadan / Raya,3.6,47,
01/04/2025,EMP1270,Sales,Ramadan / Raya,3.79,49,
01/05/2025,EMP1270,Sales,Normal Operations,2.28,48,
01/06/2025,EMP1270,Sales,Normal Operations,3.16,45,
01/07/2025,EMP1270,Sales,Normal Operations,3.35,57,
01/08/2025,EMP1270,Sales,Normal Operations,2.77,48,
01/09/2025,EMP1270,Sales,Normal Operations,2.57,45,
01/10/2025,EMP1270,Sales,Normal Operations,2.47,46,
01/11/2025,EMP1270,Sales,11.11 Mega Sale,4.09,65,
01/12/2025,EMP1270,Sales,Year End Closing,5,53,
01/01/2025,EMP1271,Sales,CNY / Year End,4.19,50,
01/02/2025,EMP1271,Sales,CNY / Year End,2.91,55,
01/03/2025,EMP1271,Sales,Ramadan / Raya,3.55,54,
01/04/2025,EMP1271,Sales,Ramadan / Raya,2.58,52,
01/05/2025,EMP1271,Sales,Normal Operations,2.82,49,
01/06/2025,EMP1271,Sales,Normal Operations,2.74,59,
01/07/2025,EMP1271,Sales,Normal Operations,3.1,47,
01/08/2025,EMP1271,Sales,Normal Operations,2.81,47,
01/09/2025,EMP1271,Sales,Normal Operations,3.53,50,
01/10/2025,EMP1271,Sales,Normal Operations,3.14,46,
01/11/2025,EMP1271,Sales,11.11 Mega Sale,3.46,55,
01/12/2025,EMP1271,Sales,Year End Closing,4.15,56,
01/01/2025,EMP1272,Procurement,CNY / Year End,4.65,46,
01/02/2025,EMP1272,Procurement,CNY / Year End,5.47,57,
01/03/2025,EMP1272,Procurement,Ramadan / Raya,2.96,51,
01/04/2025,EMP1272,Procurement,Ramadan / Raya,2.75,53,
01/05/2025,EMP1272,Procurement,Normal Operations,2.48,58,
01/06/2025,EMP1272,Procurement,Normal Operations,4.1,56,
01/07/2025,EMP1272,Procurement,Normal Operations,2.89,55,
01/08/2025,EMP1272,Procurement,Normal Operations,3.43,56,
01/09/2025,EMP1272,Procurement,Normal Operations,2.88,50,
01/10/2025,EMP1272,Procurement,Normal Operations,2.78,56,
01/11/2025,EMP1272,Procurement,11.11 Mega Sale,4.26,67,
01/12/2025,EMP1272,Procurement,Year End Closing,3.27,50,
01/01/2025,EMP1273,Sales,CNY / Year End,3.04,46,
01/02/2025,EMP1273,Sales,CNY / Year End,4.02,59,
01/03/2025,EMP1273,Sales,Ramadan / Raya,3.82,46,
01/04/2025,EMP1273,Sales,Ramadan / Raya,3.87,56,
01/05/2025,EMP1273,Sales,Normal Operations,3.6,50,
01/06/2025,EMP1273,Sales,Normal Operations,3.01,50,
01/07/2025,EMP1273,Sales,Normal Operations,2.79,57,
01/08/2025,EMP1273,Sales,Normal Operations,4.14,53,
01/09/2025,EMP1273,Sales,Normal Operations,2.48,56,
01/10/2025,EMP1273,Sales,Normal Operations,2.76,52,
01/11/2025,EMP1273,Sales,11.11 Mega Sale,2.8,62,
01/12/2025,EMP1273,Sales,Year End Closing,4.77,46,
01/01/2025,EMP1274,Procurement,CNY / Year End,4.39,53,
01/02/2025,EMP1274,Procurement,CNY / Year End,4.22,48,
01/03/2025,EMP1274,Procurement,Ramadan / Raya,3.27,53,
01/04/2025,EMP1274,Procurement,Ramadan / Raya,4.42,52,
01/05/2025,EMP1274,Procurement,Normal Operations,3.17,59,
01/06/2025,EMP1274,Procurement,Normal Operations,3.52,50,
01/07/2025,EMP1274,Procurement,Normal Operations,2.54,51,
01/08/2025,EMP1274,Procurement,Normal Operations,2.79,55,
01/09/2025,EMP1274,Procurement,Normal Operations,1.92,49,
01/10/2025,EMP1274,Procurement,Normal Operations,2.56,59,
01/11/2025,EMP1274,Procurement,11.11 Mega Sale,4.29,55,
01/12/2025,EMP1274,Procurement,Year End Closing,3.64,59,
01/01/2025,EMP1275,Operations,CNY / Year End,3.68,48,
01/02/2025,EMP1275,Operations,CNY / Year End,2.71,45,
01/03/2025,EMP1275,Operations,Ramadan / Raya,3.71,59,
01/04/2025,EMP1275,Operations,Ramadan / Raya,3.65,55,
01/05/2025,EMP1275,Operations,Normal Operations,3.36,47,
01/06/2025,EMP1275,Operations,Normal Operations,2.7,51,
01/07/2025,EMP1275,Operations,Normal Operations,2.74,47,
01/08/2025,EMP1275,Operations,Normal Operations,2.75,49,
01/09/2025,EMP1275,Operations,Normal Operations,4.2,48,
01/10/2025,EMP1275,Operations,Normal Operations,3.26,46,
01/11/2025,EMP1275,Operations,11.11 Mega Sale,6.38,87,
01/12/2025,EMP1275,Operations,Year End Closing,4.38,50,
01/01/2025,EMP1276,Operations,CNY / Year End,2.9,47,
01/02/2025,EMP1276,Operations,CNY / Year End,3.51,54,
01/03/2025,EMP1276,Operations,Ramadan / Raya,3.96,45,
01/04/2025,EMP1276,Operations,Ramadan / Raya,3.14,48,
01/05/2025,EMP1276,Operations,Normal Operations,4.19,49,
01/06/2025,EMP1276,Operations,Normal Operations,2.62,59,
01/07/2025,EMP1276,Operations,Normal Operations,2.67,56,
01/08/2025,EMP1276,Operations,Normal Operations,3.57,48,
01/09/2025,EMP1276,Operations,Normal Operations,3.18,59,
01/10/2025,EMP1276,Operations,Normal Operations,3.35,52,
01/11/2025,EMP1276,Operations,11.11 Mega Sale,6.98,98,
01/12/2025,EMP1276,Operations,Year End Closing,3.86,55,
01/01/2025,EMP1277,Operations,CNY / Year End,3.93,56,
01/02/2025,EMP1277,Operations,CNY / Year End,2.91,58,
01/03/2025,EMP1277,Operations,Ramadan / Raya,3.55,52,
01/04/2025,EMP1277,Operations,Ramadan / Raya,3.47,56,
01/05/2025,EMP1277,Operations,Normal Operations,3.34,51,
01/06/2025,EMP1277,Operations,Normal Operations,2.67,56,
01/07/2025,EMP1277,Operations,Normal Operations,2.6,55,
01/08/2025,EMP1277,Operations,Normal Operations,2.15,47,
01/09/2025,EMP1277,Operations,Normal Operations,2.88,57,
01/10/2025,EMP1277,Operations,Normal Operations,3.37,56,
01/11/2025,EMP1277,Operations,11.11 Mega Sale,8.03,90,
01/12/2025,EMP1277,Operations,Year End Closing,2.89,59,
01/01/2025,EMP1278,HR,CNY / Year End,4.18,53,
01/02/2025,EMP1278,HR,CNY / Year End,4.12,46,
01/03/2025,EMP1278,HR,Ramadan / Raya,2.92,48,
01/04/2025,EMP1278,HR,Ramadan / Raya,3.55,46,
01/05/2025,EMP1278,HR,Normal Operations,2.48,51,
01/06/2025,EMP1278,HR,Normal Operations,2.9,56,
01/07/2025,EMP1278,HR,Normal Operations,2.77,53,
01/08/2025,EMP1278,HR,Normal Operations,1.77,54,
01/09/2025,EMP1278,HR,Normal Operations,3.02,45,
01/10/2025,EMP1278,HR,Normal Operations,3.37,50,
01/11/2025,EMP1278,HR,11.11 Mega Sale,3.14,56,
01/12/2025,EMP1278,HR,Year End Closing,3.63,59,
01/01/2025,EMP1279,Digital,CNY / Year End,3.89,47,
01/02/2025,EMP1279,Digital,CNY / Year End,4.27,59,
01/03/2025,EMP1279,Digital,Ramadan / Raya,3.65,56,
01/04/2025,EMP1279,Digital,Ramadan / Raya,3.39,46,
01/05/2025,EMP1279,Digital,Normal Operations,2.57,46,
01/06/2025,EMP1279,Digital,Normal Operations,2.74,55,
01/07/2025,EMP1279,Digital,Normal Operations,3.18,56,
01/08/2025,EMP1279,Digital,Normal Operations,3,52,
01/09/2025,EMP1279,Digital,Normal Operations,2.99,49,
01/10/2025,EMP1279,Digital,Normal Operations,2.38,59,
01/11/2025,EMP1279,Digital,11.11 Mega Sale,3.42,67,
01/12/2025,EMP1279,Digital,Year End Closing,3.52,51,
01/01/2025,EMP1280,HR,CNY / Year End,3.81,55,
01/02/2025,EMP1280,HR,CNY / Year End,4.58,50,
01/03/2025,EMP1280,HR,Ramadan / Raya,4.3,49,
01/04/2025,EMP1280,HR,Ramadan / Raya,3.43,47,
01/05/2025,EMP1280,HR,Normal Operations,3.01,54,
01/06/2025,EMP1280,HR,Normal Operations,3.1,57,
01/07/2025,EMP1280,HR,Normal Operations,2.4,59,
01/08/2025,EMP1280,HR,Normal Operations,2.76,50,
01/09/2025,EMP1280,HR,Normal Operations,3.57,51,
01/10/2025,EMP1280,HR,Normal Operations,3.49,45,
01/11/2025,EMP1280,HR,11.11 Mega Sale,3.4,58,
01/12/2025,EMP1280,HR,Year End Closing,3.91,54,
01/01/2025,EMP1281,HR,CNY / Year End,3.24,57,
01/02/2025,EMP1281,HR,CNY / Year End,4.69,47,
01/03/2025,EMP1281,HR,Ramadan / Raya,4.04,48,
01/04/2025,EMP1281,HR,Ramadan / Raya,4.56,55,
01/05/2025,EMP1281,HR,Normal Operations,2.38,55,
01/06/2025,EMP1281,HR,Normal Operations,2.68,55,
01/07/2025,EMP1281,HR,Normal Operations,1.76,52,
01/08/2025,EMP1281,HR,Normal Operations,2.87,50,
01/09/2025,EMP1281,HR,Normal Operations,3.94,45,
01/10/2025,EMP1281,HR,Normal Operations,2.96,50,
01/11/2025,EMP1281,HR,11.11 Mega Sale,3.91,60,
01/12/2025,EMP1281,HR,Year End Closing,4.42,51,
01/01/2025,EMP1282,Digital,CNY / Year End,3.45,47,
01/02/2025,EMP1282,Digital,CNY / Year End,4.21,47,
01/03/2025,EMP1282,Digital,Ramadan / Raya,2.45,52,
01/04/2025,EMP1282,Digital,Ramadan / Raya,3.9,47,
01/05/2025,EMP1282,Digital,Normal Operations,2.81,49,
